,Department,Title,Text,Vernehmlassung Day,Vernehmlassung Month,Vernehmlassung Year,Behoerde,SR Links,SR Numbers
2,EDI,Änderung Verordnung über die Deklaration von Pelzen und Pelzprodukten (Pelzdeklarationsverordnung),Aufgrund des Berichts des Bundesrates vom 23. Mai 2018 zur Pelzdeklarationspflicht soll die Deklaration «Echtpelz» eingeführt werden. Weiter sollen bestimmte Begriffe im Bereich der Gewinnungsart der Pelze präzisiert werden und es soll die Deklaration «Herkunft unbekannt» für die Herkunft der Pelze und Pelzprodukte ermöglicht werden.,17,5,2019,Departement oder Bundeskanzlei,['/eli/cc/2013/114/de'],['944.022']
3,EDI,Bundesgesetz über den Jugendschutz in den Bereichen Film und Videospiele (JSFVG),"Ziel des JSFVG ist es, Minderjährige vor Medieninhalten (Gewalt- oder Sexdarstellungen, bedrohliche Szenen etc.) in Filmen und Videospielen zu schützen, welche ihre körperliche, geistige, psychische, sittliche oder soziale Entwicklung gefährden können. Veranstalterinnen von öffentlichen Anlässen, Anbieterinnen von Filmen und Videospielen auf audiovisuellen Trägermedien sowie auf Abrufdiensten sollen zu Alterskennzeichnungen und Alterskontrollen verpflichtet werden. Die Umsetzung dieser Massnahmen geschieht im Rahmen einer Ko-Regulierung. Für den Bereich der Abruf- und Plattformdienste ist eine Abstimmung mit der Regulierung auf europäischer Ebene vorgesehen.",24,6,2019,Bundesrat,,
4,EDI,Revision von Verordnungen des Lebensmittelrechts,"Am 1. Mai 2017 trat das revidierte Lebensmittelrecht in Kraft. Im Bereich des Lebensmittelrechts besteht ein permanenter Revisionsbedarf, ansonsten neue Handelshemmnisse gegenüber der EU entstehen und der Gesundheits- und Täuschungsschutz nicht mehr vollumfänglich gewährleistet ist. In der anstehenden Revision wird nun eine weitere, umfassende Harmonisierung mit dem EU-Recht angestrebt. <br/>
Im Rahmen dieser Revision werden auch die Motion Bourgeois 15.4114 «Sinnvolle Vorschriften für eine Kennzeichnung ‹ohne GVO/ohne Gentechnik hergestellt›», die Motion Munz 17.3715 «Tierhaltungskontrollen effizienter gestalten», die Motion Munz 18.3849 «Vermarktung von Milch aus muttergebundener Kälberaufzucht» und das Postulat Vogler 17.3418 «Die Hofschlachtung über den Eigengebrauch hinaus ermöglichen» ins Lebensmittelrecht umgesetzt.",26,8,2019,Departement oder Bundeskanzlei,,
5,EDI,Totalrevision der Medizinprodukteverordnung und Verordnung über klinische Versuche mit Medizinprodukten (neue Medizinprodukte-Regulierung),Das Parlament hat am 22. März 2019 die Änderung des Heilmittelgesetzes (HMG) und des Humanforschungsgesetzes (HFG) verabschiedet. Daran schliesst nun die Revision des Ausführungsrechts (Totalrevision der Medizinprodukteverordnung [MepV] und eine neue Verordnung über klinische Versuche mit Medizinprodukten [KlinV-Mep]) an.,5,9,2019,Bundesrat,['/eli/cc/2020/552/de'],['812.213']
6,EDI,Botschaft zur Förderung der Kultur in den Jahren 2021-2024 (Kulturbotschaft),"In der Kulturbotschaft formuliert der Bundesrat die strategische Ausrichtung der Kulturpolitik des Bundes in der Förderperiode 2021-2024: Die kulturpolitische Stossrichtung folgt der Kulturbotschaft 2016-2020. Die drei bestehenden strategischen Handlungsachsen «Kulturelle Teilhabe», «Gesellschaftlicher Zusammenhalt» sowie «Kreation und Innovation» sollen beibehalten werden. Die in der aktuellen Förderperiode eingeführten Massnahmen werden fortgesetzt und punktuell weiterentwickelt.",20,9,2019,Bundesrat,,
7,EDI,"Änderung der Verordnung vom 15. Januar 1971 über die Ergänzungsleistungen zur Alters-, Hinterlassenen- und Invalidenversicherung (ELV)","Das Parlament hat anlässlich der Schlussabstimmung vom 22. März 2019 die Vorlage zur EL-Reform angenommen. Die Änderungen der Gesetzesbestimmungen bedingen auch Änderungen auf Verordnungsebene. Diese betreffen insbesondere die Zuteilung der Gemeinden in die drei Mietzinsregionen, die Anpassung der Neben- und der Heizkostenpauschalen, den Verzicht auf Einkommens- und Vermögenswerte, die Berücksichtigung der Krankenversicherungsprämie in der EL-Berechnung, die Kosten für die familienergänzende Betreuung von Kindern, den Unterbruch des gewöhnlichen Aufenthaltes in der Schweiz und die Bearbeitungsdauer von EL-Anmeldungen.",19,9,2019,Bundesrat,,
8,EDI,Änderung der Verordnung vom 27. Juni 1995 über die Krankenversicherung (KVV; SR 832.102) und der Krankenpflege-Leistungsverordnung (KLV; SR 832.112.31),"Neuregelung der psychologischen Psychotherapie im Rahmen der obligatorischen Krankenpflegeversicherung (OKP) und Anpassung der Zulassungsvoraussetzungen der Hebammen sowie der Personen, die auf ärztliche Anordnung hin Leistungen erbringen.",17,10,2019,Bundesrat,"['/eli/cc/1995/4964_4964_4964/de', '/eli/cc/1995/3867_3867_3867/de']","['832.112.31', '832.102']"
9,EDI,Änderung des Betäubungsmittelgesetzes (Vereinfachung und Erweiterung des Umgangs mit zulassungsbefreiten Cannabisarzneimitteln),Zur Erleichterung und Erweiterung des Umgangs mit zulassungsbefreiten Cannabisarzneimitteln soll im Betäubungsmittelgesetz das Verkehrsverbot für Betäubungsmittel des Wirkungstyps Cannabis zu medizinischen Zwecken aufgehoben und falls nötig weitere rechtliche Anpassungen vorgenommen werden. Die erforderlichen Anpassungen am Kontrollsystem sollten unter Berücksichtigung der völkerrechtlichen Verpflichtungen vorgenommen werden.,17,10,2019,Bundesrat,,
10,EDI,Bundesgesetz über Überbrückungsleistung für ältere Arbeitslose,"Mit dem vorliegenden Entwurf will der Bundesrat die Situation von älteren ausgesteuerten Arbeitslosen verbessern. Für diese Personen soll die Überbrückungsleistung eingeführt werden. Sie soll die Zeit zwischen der Aussteuerung, wenn sie nach dem 60. Altersjahr erfolgt, bis zur Pensionierung überbrücken. Die Überbrückungsleistung lehnt sich in ihrer Ausgestaltung an die Ergänzungsleistungen an und soll auch von den gleichen Durchführungsstellen vollzogen werden.",26,9,2019,Bundesrat,,
11,EDI,Änderung des Bundesgesetzes über den Verkehr mit Tieren und Pflanzen geschützter Arten (BGCITES),"Mit der Änderung des Bundesgesetzes über den Verkehr mit Tieren und Pflanzen geschützter Arten (BGCITES) wird die Motion 15.3958 Barazzone - Illegaler Handel mit bedrohten Arten. Schärfere strafrechtliche Sanktionen in der Schweiz umgesetzt. Zugleich wird bei dieser Gelegenheit das Gesetz punktuell verbessert und aktualisiert, so insbesondere im Bereich der Einfuhrverbote und hinsichtlich Informationspflichten von Personen, die Exemplare geschützter Arten öffentlich anbieten.",20,11,2019,Bundesrat,['/eli/cc/2013/600/de'],['453']
12,EDI,Bundesgesetz über das nationale System zur Abfrage von Adressen natürlicher Personen (ADG),"Das neue Bundesgesetz über das nationale System zur Abfrage von Adressen natürlicher Personen (Adressdienstgesetz, ADG) schafft die Grundlage, damit das Bundesamt für Statistik (BFS) einen nationalen Adressdienst bereitstellen kann. Gemeinden, Kantone und die Bundesverwaltung sowie zugriffsberechtigte Dritte sollen auf aktuelle und ehemalige Wohnadressen der Einwohnerinnen und Einwohner der Schweiz zugreifen können. Damit können administrative Prozesse vereinfacht und öffentliche Aufgaben effizienter wahrgenommen werden.",22,11,2019,Bundesrat,,
13,EDI,Totalrevision der Verordnung über den Tabakpräventionsfonds (TPFV),"Auf der Basis eines Berichts (https://www.efk.admin.ch/de/publikationen/bildung-soziales/gesundheit.html) der eidgenössischen Finanzkontrolle (17542) wurde die TPFV überarbeitet, insbesondere, damit die Kantone vom Tabakpräventionsfonds finanziell unterstützt werden können.",10,12,2019,Departement oder Bundeskanzlei,,
14,EDI,"Änderung des Bundesgesetzes über die Transplantation von Organen, Geweben und Zellen (Transplantationsgesetz)","Der Vorentwurf des Gesetzes ist ein indirekter Gegenvorschlag zur Volksinitiative «Organspende fördern - Leben retten». Dieser führt die erweiterte Widerspruchslösung auf Gesetzesstufe ein. Dabei werden die Rolle der Angehörigen sowie sämtliche weitere Elemente, die für die Ausgestaltung der Widerspruchslösung zentral sind, geregelt und deren Verfassungsmässigkeit sichergestellt.",13,12,2019,Bundesrat,['/eli/cc/2007/279/de'],['810.21']
15,EDI,Änderung der Tierseuchenverordnung,"Aufnahme der Moderhinke in die Verordnung. Zu ihrer Bekämpfung soll während höchstens fünf Jahren ein nationales Bekämpfungsprogramm durchgeführt werden, zu dessen teilweisen Finanzierung bei den Schafhalterinnen und -haltern Abgaben erhoben werden sollen. Für bestimmte Aquakulturbetriebe soll künftig eine Gesundheitsüberwachung durch eine Tierärztin oder einen Tierarzt gemacht werden müssen. Zudem sollen die Massnahmen beim Ausbruch gewisser Fischseuchen angepasst werden und drei Tierseuchen werden aus der Verordnung entfernt.",31,1,2020,Departement oder Bundeskanzlei,['/eli/cc/1995/3716_3716_3716/de'],['916.401']
16,EDI,Verordnung über die individuellen Erkennungsmerkmale und Sicherheitsvorrichtungen auf der Verpackung von Humanarzneimitteln,"Die neue Verordnung konkretisiert den vom Parlament am 29.9.2017 verabschiedeten Artikel 17<i>a</i> des Heilmittelgesetzes (HMG) und regelt insbesondere die technischen Details der individuellen Erkennungsmerkmale und deren Überprüfung, die im Datenbanksystem zu erfassenden Informationen, die Voraussetzungen für den Betrieb und die Nutzung des Systems, die Anforderungen zum Schutz der Benutzerdaten, die Meldung von Verdachtsfällen an Swissmedic und die Aufsicht.",5,2,2020,Departement oder Bundeskanzlei,,
17,EDI,Verordnungsänderungen in der beruflichen Vorsorge,"Die Verordnungen BVV2, FZV, BVV 3 sollen punktuell angepasst werden. Ziel ist einerseits die Anpassung an die aktuellen Entwicklungen beim technischen Zinssatz, bei der Sterblichkeit sowie der Invalidität anderseits die Umsetzung von parlamentarische Vorstössen (Po. 13.3813 Überträge von Geldern der Säule 3a auch nach dem Alter 59/60 ermöglichen), (Ip. 18.3405 Weshalb erhält ein Mörder Kapitalleistungen seines Opfers in der zweiten und dritten Säule?) und (Mo.15.3905 Infrastrukturanlagen für Pensionskassen attraktiver machen).",20,3,2020,Bundesrat,"['/eli/cc/1985/1778_1778_1778/de', '/eli/cc/1994/2399_2399_2399/de', '/eli/cc/1984/543_543_543/de']","['831.461.3', '831.425', '831.441.1']"
18,EDI,Änderung des Bundesgesetzes über die Krankenversicherung (Vergütung des Pflegematerials),"Die Vorlage setzt die Motion 18.3710 (MiGeL-Produkte. Inrechnungstellung durch Erbringer von Pflegeleistungen) um. Vorgeschlagen wird, die Unterscheidung zwischen Pflegematerial, das von den Versicherten oder einer nichtberuflichen Person angewendet wird, und Pflegematerial, das vom Pflegepersonal bei der Pflege im Pflegeheim oder ambulant angewendet wird, bei der Vergütung aufzuheben.",6,2,2020,Bundesrat,['/eli/cc/1995/1328_1328_1328/de'],['832.10']
19,EDI,Revision der Biozidprodukteverordnung (VBP),"Die VBP wird an die Entwicklung des EU-Rechts angepasst, wie z.B. Regelungen zur Geltungsdauer von Zulassungen und zum eindeutigen Rezepturidentifikator (UFI). Diese Änderungen sind notwendig zur Aufrechterhaltung des bestehenden Vertrags mit der EU (MRA) im Bereich Biozidprodukte. Ausserdem sollen Vereinfachungen bei der Übergangszulassung für Biozidprodukte eingeführt werden. <br/>
In der Chemikalienverordnung (ChemV) wird die Anwendung des UFI auf gewisse Zubereitungen, die bereits einen UFI tragen oder für berufliche Verwenderinnen bestimmt sind, erweitert. <br/>
In der Chemikalien-Risikoreduktions-Verordnung (ChemRRV) wird eine Übergangsfrist für das Verbot zur Verwendung von Thermopapier mit Bisphenol A oder Bisphenol S eingeführt, sofern das Thermopapier für Spezialanwendungen eingesetzt wird, die zusätzliche technische Spezifikationen erfordern.",31,3,2020,Departement oder Bundeskanzlei,"['/eli/cc/2005/468/de', '/eli/cc/2005/478/de', '/eli/cc/2010/340/de', '/eli/cc/2015/366/de']","['813.12', '814.81', '916.161', '813.11']"
20,EDI,Botschaft zur Reform der beruflichen Vorsorge,"Zur Sicherung der finanziellen Stabilität der obligatorischen Vorsorge muss der Mindestumwandlungssatz gesenkt werden. Mit Ausgleichsmassnahmen muss dafür gesorgt werden, dass das Rentenniveau nicht sinkt. Die Reform übernimmt die Reformvorschläge der Sozialpartner, welche diese auf Einladung des Bundesrates erarbeitet haben.",29,5,2020,Bundesrat,['/eli/cc/1983/797_797_797/de'],['831.40']
21,EJPD,Bundesgesetz über die Erstellung elektronischer öffentlicher Urkunden und elektronischer Beglaubigungen und Änderung der Grundbuchverordnung,"Mit der Einführung des Bundesgesetzes über die Erstellung elektronischer öffentlicher Urkunden und elektronischer Beglaubigungen (EÖBG) wird vorgeschlagen, den konsequenten Schritt zur vollständigen elektronischen Beurkundung zu vollziehen. Nach einer den Bedürfnissen der Praxis entsprechenden Übergangsfrist, soll künftig das Original der öffentlichen Urkunde elektronisch entstehen. Mit der Einführung des EÖBG drängen sich auch gewisse Anpassungen in der Grundbuchverordnung auf. Grundbuchämter sollen insbesondere künftig verpflichtet sein, elektronische Anmeldungen entgegen zu nehmen.",8,5,2019,Bundesrat,,
22,EJPD,Verordnung über Massnahmen zur Gewährleistung der Sicherheit von Minderheiten mit besonderen Schutzbedürfnissen,"Die Verordnung sieht vor, dass der Bund auf Gesuch hin Massnahmen zur Gewährleistung der Sicherheit von Minderheiten mit besonderen Schutzbedürfnissen finanziell unterstützen kann. Darunter fallen neben Massnahmen der Ausbildung und der Sensibilisierung namentlich auch passive Schutzmassnahmen baulicher und technischer Art vor Ort, wie beispielsweise Mauern, Zäune oder Überwachungskameras.",7,5,2019,Bundesrat,,
23,EJPD,Übernahme und Umsetzung des Reformpakets zum Schengener Informationssystem (SIS) «Weiterentwicklung des Schengen-Besitzstands» und Eingabe der Landesverweisungen im ZEMIS und Erstellung einer erweiterten Statistik im Rückkehrbereich,"Die erste Vorlage betrifft die Umsetzung des Reformpakets zum Schengener Informationssystem SIS. Die zweite Vorlage betrifft eine Änderung des Bundesgesetzes über das Informationssystem für den Ausländer- und den Asylbereich (BGIAA). Dieses Gesetz wird angepasst, um die Eingabe von Landesverweisungen im Informationssystem für den Ausländer- und den Asylbereich (ZEMIS) sicherzustellen und eine vollständige Statistik zur Rückkehr sowohl von Europäerinnen und Europäern als auch von Drittstaatsangehörigen zu gewährleisten.",20,5,2019,Bundesrat,"['/eli/cc/2007/758/de', '/eli/cc/1999/358/de', '/eli/cc/2008/698/de']","['142.20', '142.31', '361']"
24,EJPD,Übernahme und Umsetzung der Verordnung (EU) 2018/1240 über die Einrichtung eines Europäischen Reiseinformations- und -genehmigungssystems (ETIAS) (Weiterentwicklung des Schengen-Besitzstands) und Änderung des Ausländer- und Integrationsgesetzes (AIG),"Mit ETIAS wird, ähnlich dem sogenannten «Electronic System for travel authorisation» (ESTA) der USA, ein neues Reisegenehmigungssystem errichtet. Visumbefreite Drittstaatsangehörige, die für einen Kurzaufenthalt in den Schengen-Raum einreisen wollen, werden verpflichtet (mit wenigen Ausnahmen), vor Antritt ihrer Reise in den Schengen-Raum online eine gebührenpflichtige Reisegenehmigung zu beantragen. Sie kostet sieben Euro und ist drei Jahre gültig.",20,5,2019,Bundesrat,"['/eli/cc/2007/758/de', '/eli/cc/2006/301/de']","['142.20', '142.51']"
25,EJPD,Änderung der Handelsregisterverordnung und der Verordnung über die Gebühren für das Handelsregister,"Die mit der Modernisierung des Handelsregisters verbundenen Änderungen im Obligationenrecht haben zur Folge, dass die geltende Handelsregisterverordnung angepasst werden muss. Zahlreiche Bestimmungen wurden von der Verordnung in das Gesetz überführt. Für Handelsregistergebühren gelten künftig uneingeschränkt das Kostendeckungs- und Äquivalenzprinzip. Damit hat der Gesetzgeber klargestellt, dass künftig im Bereich des Handelsregisters ausschliesslich die Grundsätze des Gebührenrechts gelten. Infolgedessen muss auch die Verordnung über die Gebühren im Handelsregister geändert werden.",27,5,2019,Bundesrat,"['/eli/cc/2020/180/de', '/eli/cc/2007/686/de']","['221.411.1', '221.411']"
26,EJPD,Abkommen zwischen der Schweiz und dem Vereinigten Königreich über die Rechte der Bürgerinnen und Bürger infolge des Austritts des Vereinigten Königreich aus der EU und des Wegfalls des Freizügigkeitsabkommens (FZA),"Das vorliegende Abkommen wurde am 25. Februar 2019 unterzeichnet und schützt die erworbenen FZA-Rechte von Schweizerinnen und Schweizern im Vereinigten Königreich und von britischen Staatsangehörigen in der Schweiz. Das Abkommen deckt die erworbenen Rechte im Bereich der Freizügigkeit (Anhang I FZA), der Koordinierung der Systeme der sozialen Sicherheit (Anhang II FZA) und der gegenseitigen Anerkennung von Berufsqualifikationen (Anhang III FZA) ab. <br/> 
Das Abkommen findet Anwendung sobald das FZA aufgrund des EU-Austritt des Vereinigten Königreichs zwischen der Schweiz und dem Vereinigten Königreich wegfällt. Für die Umsetzung des Abkommens wird die Anpassung von Gesetzestexten vorgeschlagen.",29,5,2019,Bundesrat,['/eli/cc/2020/1059/de'],['0.142.113.672']
27,EJPD,Änderung des Zivilgesetzbuches (Unternehmensnachfolge),"Die laufende Erbrechtsrevision will unter anderem die Testierfreiheit erhöhen, was zu einer grösseren Flexibilität bei der erbrechtlichen Unternehmensnachfolge führen wird. Um weitere Stolpersteine zu beseitigen, die spezifisch für Unternehmerinnen und Unternehmer oder ihre Erbinnen und Erben bestehen, schlägt der vorliegende Vorentwurf im Interesse der Wirtschaft und der Erhaltung von Arbeitsplätzen zusätzliche Massnahmen zur Erleichterung der erbrechtlichen Unternehmensnachfolge vor.",30,8,2019,Bundesrat,['/eli/cc/24/233_245_233/de'],['210']
28,EJPD,Änderung der Ausführungsverordnungen zu den Verfahrensregelungen und Informationssystemen,Am 14. Dezember 2018 verabschiedete das Parlament die Änderung des Ausländer- und Integrationsgesetzes (AIG; SR 142.20). Sie berücksichtigt die jüngsten Entwicklungen im Migrationsbereich (18.026; Verfahrensregelungen und Informationssysteme). Die Umsetzung dieser Änderung erfordert Ausführungsbestimmungen in mehreren Verordnungen des Migrationsbereichs.,22,8,2019,Bundesrat,"['/eli/cc/2006/303/de', '/eli/cc/2007/759/de', '/eli/cc/2014/2/de', '/eli/cc/1999/357/de', '/eli/cc/1999/359/de', '/eli/cc/2012/713/de', '/eli/cc/2003/232/de']","['142.513', '142.201', '142.512', '142.281', '142.311', '143.5', '823.201']"
29,EJPD,Genehmigung und Umsetzung der Genfer Akte des Lissabonner Abkommens über die Ursprungsbezeichnungen und geografischen Angaben (Änderung des Markenschutzgesetzes),"Das Lissabonner Abkommen bildet die Grundlage des internationalen Systems für die Registrierung und den Schutz der geografischen Angaben und wird von der Weltorganisation für geistiges Eigentum (WIPO) verwaltet. Dieser Vertrag wurde 2015 mit der Genfer Akte revidiert, so dass er heute attraktiver ist für mögliche neue Mitglieder, darunter die Schweiz. Die Genfer Akte ermöglicht es nämlich, eine Ursprungsbezeichnung oder eine geografische Angabe für unbegrenzte Zeit in den Vertragsstaaten zu schützen, dies mittels eines einmaligen und kostengünstigen Verfahrens. Die Verfahren für Anmeldungen zur internationalen Registrierung von Schweizer Ursprungsbezeichnungen und geografischen Angaben einerseits, sowie in Bezug auf die Wirksamkeit von ausländischen internationalen Registrierungen auf Schweizer Staatsgebiet andererseits, sollen mithilfe von vier neuen Artikeln im Gesetz über den Schutz von Marken und Herkunftsangaben (MSchG) ausgeführt werden.",20,9,2019,Bundesrat,,
30,EJPD,Änderung der Geschwindigkeitsmessmittel-Verordnung. Automatische Erkennung von Kontrollschildern,"Systeme für die automatische Erkennung von Kontrollschildern im Strassenverkehr dienen der Feststellung rechtswidrigen Verhaltens im Strassenverkehr, indem sie Kontrollschilder von Fahrzeugen für den Abgleich mit Datenbanken automatisch erfassen. Sie sollen dem Messgesetz unterstellt werden. Die Unterstellung erfolgt durch den Erlass von Verordnungsbestimmungen des EJPD über diese Messmittelkategorie. Die Vorschriften sollen in die Geschwindigkeitsmessmittel-Verordnung eingefügt werden.",27,9,2019,Departement oder Bundeskanzlei,,
31,EJPD,Teilrevision der Verordnung über die Gebühren und Entschädigungen für die Überwachung des Post- und Fernmeldeverkehrs (GebV-ÜPF),"Anlass für die vorliegende Teilrevision der Verordnung über die Gebühren und Entschädigungen für die Überwachung des Post- und Fernmeldeverkehrs (GebV-ÜPF) ist der Auftrag des Bundesrates an das EJPD (Dienst ÜPF), eine Arbeitsgruppe Finanzierung Fernmeldeüberwachung (AG Finanzierung FMÜ) zu bilden, um die Höhe der Gebühren in der GebV-ÜPF sowie die Vereinfachung deren Abrechnung und Rechnungsbegleichung zu prüfen. Die von der AG Finanzierung Ende 2018 empfohlene Vereinfachung soll nun mit dieser Teilrevision umgesetzt werden. Unabhängig von den Empfehlungen der AG Finanzierung FMÜ wird im Rahmen dieser Teilrevision auch die Gelegenheit genutzt, einen fehlerhaften Verweis in Artikel 7 GebV-ÜPF zu beseitigen.",28,9,2019,Bundesrat,['/eli/cc/2018/34/de'],['780.115.1']
32,EJPD,Abkommen zwischen der Schweizerischen Eidgenossenschaft und dem Vereinigten Königreich von Grossbritannien und Nordirland über die Zulassung zum Arbeitsmarkt für eine befristete Übergangszeit infolge des Austritts des Vereinigten Königreichs aus der Europäischen Union und des Wegfalls des Freizügigkeitsabkommens,Die Schweiz hat für den Fall eines ungeordneten Austritts des Vereinigten Königreichs aus der Europäischen Union (EU) und dem Wegfall des Freizügigkeitsabkommens ein befristetes Auffangabkommen für eine vereinfachte Zulassung von neu einreisenden britischen Staatsangehörigen zwecks Erwerbstätigkeit mit dem Vereinigten Königreich ausgehandelt. Das befristete Abkommen soll eine erleichterte Zulassung von neu einreisenden Erwerbstätigen aus dem Vereinigten Königreich bis Ende 2020 ermöglichen.,21,11,2019,Bundesrat,,
33,EJPD,Änderung des Bundesgesetzes über die Ausländerinnen und Ausländer und über die Integration (AIG): Einschränkungen für Reisen ins Ausland und Anpassungen des Status der vorläufigen Aufnahme,"Die Motion 18.3002 der Staatspolitischen Kommission des Ständerates beauftragt den Bundesrat, einen Gesetzesentwurf mit punktuellen Anpassungen beim Status der vorläufigen Aufnahme vorzulegen, um die höchsten Hürden für die Arbeitsmarktintegration für Personen zu beseitigen, die längerfristig in der Schweiz bleiben. Gleichzeitig soll auch die Motion 15.3953 von Nationalrat Gerhard Pfister umgesetzt werden. Diese verlangt eine Anpassung der gesetzlichen Grundlagen, so dass Reisen in Heimat- oder Herkunftsstaaten für vorläufig Aufgenommene analog zu den anerkannten Flüchtlingen generell untersagt sind.",22,11,2019,Bundesrat,['/eli/cc/2007/758/de'],['142.20']
34,EJPD,Änderung des DNA-Profil-Gesetzes,Die Vorlage setzt die Motion 15.4150 (Kein Täterschutz für Mörder und Vergewaltiger) um. Die Umsetzung der Motion erfordert zusätzlich eine Anpassung der Strafprozessordnung sowie des Militärstrafprozesses. Mit der Gesetzesvorlage wird weiter der Auftrag zur Prüfung der Aufbewahrungsfristen für DNA-Profile gemäss Postulat 16.3003 erfüllt. Schliesslich wird der erweiterte Suchlauf mit Verwandtschaftsbezug (allgemein auch als Verwandtenrecherche bekannt) neu ausdrücklich im Gesetz geregelt.,30,11,2019,Bundesrat,"['/eli/cc/2010/267/de', '/eli/cc/2004/811/de', '/eli/cc/1979/1059_1059_1059/de']","['312.0', '363', '322.1']"
35,EJPD,Verordnung vom 4. Juli 2012 über die Vermögensverwaltung im Rahmen einer Beistandschaft oder Vormundschaft (VBVV),"Im Rahmen des neuen Erwachsenenschutzrechts hat der Bundesrat per Verordnung Bestimmungen über die Anlage und die Aufbewahrung des Vermögens verbeiständeter oder bevormundeter Personen erlassen und zusammen mit dem Gesetz auf den 1. Januar 2013 in Kraft gesetzt. Seither hat sich gezeigt, dass namentlich im Bereich der Anleitungsfunktion sowie beim anwendbaren Sorgfaltsmassstab Unklarheiten, Unsicherheiten und Widersprüche bestehen, welche der angestrebten Einheitlichkeit abträglich sind. Mit der Totalrevision der Verordnung über die Vermögensverwaltung im Rahmen einer Beistandschaft oder Vormundschaft sollen diese Probleme behoben werden. Nebst für die Praxis wichtigen Präzisierungen beinhaltet die Totalrevision kleinere und grössere materielle Anpassungen, deren Notwendigkeit sich seit dem Inkrafttreten der Verordnung ergeben hat.",17,1,2020,Bundesrat,['/eli/cc/2012/459/de'],['211.223.11']
36,EJPD,Verordnung über die Auskunft zu Massnahmen des Erwachsenenschutzes,"Der Erlass einer Massnahme des Erwachsenenschutzes sowie ein wirksamer Vorsorgeauftrag können zu einer Einschränkung der Handlungsfähigkeit der betroffenen Person führen. Mit einer handlungsunfähigen Person abgeschlossene Rechtsgeschäfte sind nichtig. Für eine Vertragspartei ist es daher wichtig, in Erfahrung bringen zu können, ob ihre Gegenpartei handlungsfähig ist. Die Verordnung regelt die Auskunft über das Vorliegen und die Wirkungen einer Massnahme des Erwachsenenschutzes sowie eines Vorsorgeauftrages.",17,1,2020,Bundesrat,,
37,EJPD,Bundesbeschluss über die Genehmigung und die Umsetzung der Verordnungen (EU) 2019/817 und 2019/818 zur Interoperabilität (Weiterentwicklungen des Schengen-Besitzstands),"Die Vorlage setzt die neuen EU-Verordnungen zur Interoperabilität zwischen EU-Informationssystemen im Bereich Migration, Grenze und Polizei um. Die Umsetzung erfordert insbesondere Anpassungen im Bundesgesetz über die polizeilichen Informationssysteme des Bundes (BPI) und im Ausländer- und Integrationsgesetzt (AIG).",9,1,2020,Bundesrat,"['/eli/cc/2007/758/de', '/eli/cc/1958/1413_1483_1489/de', '/eli/cc/2006/301/de', '/eli/cc/2008/698/de']","['142.20', '170.32', '142.51', '361']"
38,EJPD,Änderung des Ausländer- und Integrationsgesetzes zur Umsetzung des «Aktionsplans Integrierte Grenzverwaltung» sowie zur finanziellen Unterstützung von Kantonen mit Ausreisezentren an der Grenze,"Seit der Assoziierung an Schengen im Jahr 2008 hat sich das Regime der Personenkontrollen an der Landesgrenze der Schweiz grundlegend geändert: Während an den Binnengrenzen grundsätzlich keine Personenkontrollen mehr zulässig sind, wurden die Kontrollen an den Aussengrenzen verschärft. Dafür hat der Bundesrat einen Aktionsplan «Integrierte Grenzverwaltung» erlassen, der verschiedene Massnahmen vorsieht. Die überwiegende Mehrheit dieser Massnahmen ist bereits umgesetzt und operativ; einige Massnahmen bedürfen noch einer gesetzlichen Umsetzung. Dies soll mit vorliegender Vorlage erfolgen. Zugleich erfolgt eine redaktionelle Anpassung des AIG an den Schengener Grenzkodex (SGK); materielle Änderungen gehen damit nicht einher. <br/>
Seit einiger Zeit wird auch aus Fachkreisen gefordert, die nebenstrafgesetzliche Bestimmung zum Menschenschmuggel (Art. 116 Ausländer- und Integrationsgesetz; AIG, SR 142.20) besser an die praktischen Bedürfnisse anzupassen und eine Anhebung der Maximalstrafe zu prüfen. Zusätzlich soll mit der Vorlage die Motion 17.3857 Abate «Kantone mit Ausreisezentren an der Grenze finanziell unterstützen» umgesetzt werden.",19,4,2020,Bundesrat,['/eli/cc/2007/758/de'],['142.20']
